Trial,Location,Year,Date,Plot No,Date_of_Germination,Date_of_Anthesis ,Date_of_Silking ,Plant_Height ,Cob_Height ,No_of_Plants,No_of_Cobs,Field_weight,Grain_weight,Grain_wt_100,Moisture_NARC,Canopy_Temp
Peshawar 2017 Date 2,Peshawar,2017,Date2,188,42850,42891,42893,7.2,3.5,6,3,312,261,21.2,17.9,32.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,189,42850,42895,42897,7.3,2.8,6,5,372,315,34.8,18.6,32.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,190,42848,42896,42899,6.2,2.5,6,8,333,276,23.4,18,32
Peshawar 2017 Date 2,Peshawar,2017,Date2,191,42849,42896,42897,6,2.7,10,3,130,101,20.4,18.1,33
Peshawar 2017 Date 2,Peshawar,2017,Date2,192,42849,42891,42893,6.3,2,5,7,522,428,26,17,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,193,42848,42895,42897,6,2.5,9,6,440,263,22.4,18.2,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,194,42850,42901,42901,6.4,2.5,8,8,353,292,21.2,18.5,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,195,42849,42908,42910,6.8,2.7,4,6,371,294,21.4,18.7,37
Peshawar 2017 Date 2,Peshawar,2017,Date2,196,42848,42907,42909,6.5,2.8,10,7,390,294,19.2,16.7,34
Peshawar 2017 Date 2,Peshawar,2017,Date2,197,42848,42912,42914,6.5,2.7,6,12,393,292,18,17.3,33.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,198,42850,42908,42910,6,2.3,13,7,348,250,18.8,18,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,199,42850,42910,42912,5.7,2.8,9,7,221,165,17.8,19.1,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,200,42850,42911,42913,4.2,2.2,7,3,30,15,15.8,20,34.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH1,42850,42901,42901,5,1.8,4,5,431,296,27.2,19.2,33
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH2,42850,42906,42908,6.7,2.8,4,10,1230,1100,27.5,21,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH3,42850,42894,42897,5.2,3.2,11,8,82,7,22,17.3,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,201,42848,42916,42917,5.7,2.3,11,10,356,285,15,18.7,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,202,42848,42897,42899,6.2,2.2,8,5,220,147,22.8,17.3,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,204,42849,42909,42912,5.5,2.3,9,12,256,159,20,18,38.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,205,42849,42910,42913,5.7,2.5,3,13,127,69,15,18.4,33.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,206,42849,42910,42911,5.3,2.3,5,9,331,260,20,17.9,39.5
Peshawar 2017 Date 2,Peshawar,2017,Date2,207,42848,42913,42915,7.3,3.2,8,10,380,303,18.8,18.2,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,208,42849,42899,42901,7.7,3,5,5,212,137,23.2,15.9,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,209,42848,42914,42916,7.2,2.9,10,6,706,578,24,16.8,34.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,210,42848,42908,42910,7,3.5,7,4,418,332,25.6,17.8,34.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,211,42848,42909,42912,5.3,2,4,7,123,86,16,16.5,37.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,212,42850,42907,42909,5.1,3,1,3,45,40,18.4,19,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,213,42850,42906,42908,7.5,3,6,8,427,334,23,16.9,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,214,42850,42914,42916,6.2,3.2,6,13,487,379,19.8,16.7,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,215,42849,42909,42911,7.7,2.5,10,7,446,371,34,19.7,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,216,42849,42910,42912,6,3,4,3,116,89,20,16.8,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,215,42848,42865,42899,5,NA,3,0,0,0,NA,NA,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,218,42849,42909,42911,5.5,1,4,3,38,20,19.6,20.8,36.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,219,42850,42908,24-056-2017,6,3.5,5,3,135,101,17.8,17.6,34
Peshawar 2017 Date 2,Peshawar,2017,Date2,220,42850,42905,42907,6.3,3.5,8,6,331,209,23.2,18.2,34
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH1,42849,42902,42905,7.3,3.3,10,8,408,297,23.2,22,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH2,42848,42906,42908,7.2,4.5,9,5,819,689,28.4,20.1,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH3,42848,42897,42899,5.7,2.2,6,8,60,12,22.8,16.8,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,221,42848,42908,42910,8.7,3.2,5,5,220,144,25,17.3,38
Peshawar 2017 Date 2,Peshawar,2017,Date2,222,42848,42911,42913,8.2,3.5,9,11,285,212,18.6,16.7,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,223,42850,42899,42901,8.5,4.3,9,5,253,157,25,18,33
Peshawar 2017 Date 2,Peshawar,2017,Date2,224,42850,42896,42899,7.7,3.5,6,6,527,423,25.6,16.7,32
Peshawar 2017 Date 2,Peshawar,2017,Date2,225,42850,42884,42886,6.8,NA,4,0,0,0,NA,NA,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,226,42850,42908,42910,6.8,4.2,3,3,166,137,28.6,17.3,32.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,227,42849,42914,42916,7,3.5,7,6,208,146,23,16.9,32.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,228,42848,42911,42913,7.3,3.3,3,2,163,133,21.8,17.8,32.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,229,42850,42909,42911,8.3,3.5,4,3,190,139,22.4,18.6,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,231,42850,42901,42901,6,2.5,1,2,113,90,21.2,16.7,32
Peshawar 2017 Date 2,Peshawar,2017,Date2,232,42848,42911,42913,8.3,3,8,9,475,363,23.6,17.3,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,234,42848,42913,42915,6.5,NA,1,0,0,0,NA,NA,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,235,42848,42914,42916,7.7,4.1,10,7,411,330,23.4,17.2,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,236,42848,42915,42917,6.5,4,3,1,9,2,NA,NA,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,237,42850,42908,42911,7.2,3.3,9,8,198,157,19.2,18.6,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,238,42850,42893,42895,5.7,4.3,7,2,158,128,24,16.7,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,239,42850,42909,42911,9,4.5,6,5,135,93,18.4,17.6,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,240,42849,42908,42911,7.8,4.3,5,3,140,116,27.4,21,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH1,42848,42901,42905,6.5,3.5,11,15,640,435,24.4,18,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH2,42850,42907,42909,8,3.5,8,7,877,743,19.4,18.6,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH3,42850,42898,42899,6.5,2.7,9,18,204,43.4,22.6,18.3,36.5
Peshawar 2017 Date 2,Peshawar,2017,Date2,241,42850,42895,42897,8.3,4,5,1,63,39.8,32,15.9,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,242,42849,42905,42907,7,3,6,6,286,225,23.8,17.3,31.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,243,42848,42900,42902,8,3.5,2,2,136,101,26.2,20,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,244,42848,42905,42906,8.2,3.3,6,6,498,415,29.8,18.2,39.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,245,42850,42898,42900,7.7,3.3,9,7,805,659,29.2,17.8,39.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,246,42849,42902,42901,6.3,2.9,5,7,268,205,21.8,18,39.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,247,42849,42900,42901,7.5,4.1,4,5,412,332,25.4,15.9,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,248,42850,42899,42901,8.5,3,1,2,127,102,30.6,19,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,249,42849,42902,42904,6.2,2.8,4,2,93,66,23,17.9,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,250,42848,42902,42904,6.5,3.3,5,3,50,30,22,16.4,39
Peshawar 2017 Date 2,Peshawar,2017,Date2,251,42848,42899,42901,6.7,3,2,1,80,65,24,17,37
Peshawar 2017 Date 2,Peshawar,2017,Date2,252,42850,42894,42896,9.7,2.1,3,2,47,55,21,18.2,37
Peshawar 2017 Date 2,Peshawar,2017,Date2,253,42850,42899,42901,9.3,4.5,5,4,315,237,22.8,19,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,254,42850,42909,42911,9,2.9,5,8,356,278,24,18.3,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,255,42850,42911,42913,6.3,2.8,4,2,42,23,32,18.7,36.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,256,42849,42890,42891,7.9,3.8,4,4,88,57,21.2,18.6,37
Peshawar 2017 Date 2,Peshawar,2017,Date2,257,42849,42907,42909,7.3,3.3,7,4,362,284,26,19.1,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,258,42848,42908,42911,7.1,2.7,2,3,196,151,23,18.2,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,259,42848,42936,42908,8.5,4,1,1,45,33,24,15.9,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,260,42850,42907,42909,6.7,3,3,4,137,116,23.6,18.6,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH1,42850,42902,42904,7.7,2.7,3,11,765,609,27.8,15.9,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH2,42849,42908,42909,4.8,3.4,10,4,235,169,30.2,18.6,39
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH3,42849,42897,42899,5.5,2.2,7,8,40,55,23,17.8,34
Peshawar 2017 Date 2,Peshawar,2017,Date2,261,42848,42906,42908,7.2,3.3,6,5,114,94,22.6,16,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,262,42850,42909,42911,8,3.2,8,7,415,347,26,15.9,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,263,42849,42906,42907,8.3,3.8,10,8,421,325,22,17.8,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,264,42850,42891,42893,6.8,2.8,3,4,122,78,25.4,18.9,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,265,42850,42900,42902,7.5,3,1,1,145,105,25.3,18.9,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,266,42849,42906,42908,9,4.5,1,1,155,128,30.4,18.7,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,267,42850,42905,42907,6.3,3,8,9,630,511,24,18.6,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,268,42848,42912,42914,7.5,3.2,5,5,409,349,24,17.3,34
Peshawar 2017 Date 2,Peshawar,2017,Date2,269,42849,42899,42901,7.8,3.3,8,5,370,302,23.6,15.9,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,270,42848,42907,42908,7.7,3.1,6,4,158,142,20,15.9,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,271,42849,42914,42916,6.3,2.3,6,6,388,327,18.4,18.3,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,272,42848,42908,42911,6.5,2.5,9,7,330,266,20.4,16.9,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,273,42849,42890,42893,7,4,9,6,263,184,23.6,17.8,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,274,42849,42908,42910,7.2,3.3,7,5,310,239,23.6,18.7,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,275,42848,42894,42896,7.8,3.8,2,4,200,112,21.8,19.1,36.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,277,42849,42897,42899,6.5,3,2,1,142,101,22.6,18.6,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,278,42849,42894,42897,8.7,4,8,8,416,321,24.8,17.9,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,279,42848,42901,42901,9.4,4.6,9,4,184,144,25.2,18.6,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,280,42848,42902,42904,8,4.3,3,3,315,252,20,18.6,37.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH1,42849,42904,42906,7,2.8,10,11,662,461,26.8,17.8,33.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH2,42849,42910,42912,6.8,2.8,9,6,837,450,26.2,15.9,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH3,42848,42895,42897,5.5,2.2,7,4,53,1,NA,NA,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,281,42848,42892,42894,6.5,2.7,7,3,204,151,22.4,18,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,282,42849,42914,42915,7.8,2.8,3,2,162,142,20.4,21.7,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,283,42848,42895,42897,7.2,3,2,6,297,238,21.6,17.3,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,284,42850,42911,42913,8.8,3.5,5,5,266,153,20,18.7,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,285,42849,42912,42913,7.5,3,3,3,56,43,20,18.5,34
Peshawar 2017 Date 2,Peshawar,2017,Date2,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,287,42850,42897,42900,6,2.7,8,19,678,500,18.2,18.3,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,288,42848,42894,42896,6,2.5,2,2,168,135,24,17.8,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,289,42850,42905,42908,5.5,NA,5,0,0,0,NA,NA,34
Peshawar 2017 Date 2,Peshawar,2017,Date2,290,42850,42892,42894,6.5,2,2,1,68,52,26,16.9,37.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,291,42848,42913,42915,7.3,3.4,7,5,336,274,20.2,18,39
Peshawar 2017 Date 2,Peshawar,2017,Date2,292,42849,42890,42892,6,2.8,7,7,370,242,24.4,18,34
Peshawar 2017 Date 2,Peshawar,2017,Date2,293,42848,42893,42895,6,2.2,8,8,585,475,21.4,15.9,32
Peshawar 2017 Date 2,Peshawar,2017,Date2,294,42850,42901,42901,5.5,2.5,2,1,68,39,30,17.8,32.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,295,42850,42895,42897,6.6,2.4,1,2,200,152,21.2,21,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,296,42850,42902,42901,3.7,3,5,9,344,260,25,17.8,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,297,42849,42910,42913,7.2,1.5,2,2,78,70,18,18.6,36.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,298,42849,42909,42911,6.2,3,2,2,127,90,27.6,20,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,299,42848,42909,42911,5.9,2.8,5,5,40,14,19,17.8,34
Peshawar 2017 Date 2,Peshawar,2017,Date2,300,42849,42906,42908,6.2,3.3,2,2,268,229,21.4,18.6,33
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH1,42849,42904,42906,6.8,3.2,8,9,425,273,24.2,15.9,34.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH2,42848,42910,42912,7,3,5,3,414,342,30.8,18.7,37.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH3,42849,42898,42900,5.7,2.7,6,10,75,12,24,18.2,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,301,42848,42905,42907,6,2,3,3,99,73,23.8,15.9,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,302,42848,42895,42897,7,3,7,10,422,285,23.6,17.3,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,303,42850,42899,42901,7.8,NA,3,0,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,304,42850,42901,42905,6.3,2,2,4,150,116,20.6,18.6,36.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,305,42850,42905,42908,6,2.5,8,11,292,212,24.2,18.1,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,306,42850,42910,42912,6.7,2.3,8,5,209,146,26.6,18.7,37
Peshawar 2017 Date 2,Peshawar,2017,Date2,307,42848,42902,42904,6,2.8,2,2,166,126,27.8,15.9,37
Peshawar 2017 Date 2,Peshawar,2017,Date2,308,42850,42905,42907,6.5,3.3,9,8,158,107,22,16.9,37.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,309,42850,42904,42906,6,2.7,5,4,260,159,29.2,16.7,38.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,310,42850,42893,42895,7.2,2.7,6,4,155,149,24,18.2,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,311,42848,42908,42909,7.8,3.7,7,2,60,42,31.4,17.9,37.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,312,42848,42894,42897,7,2.5,7,7,152,59,19.4,16.8,32.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,313,42850,42901,42901,6.7,3,4,5,163,129,22.2,16.9,33
Peshawar 2017 Date 2,Peshawar,2017,Date2,314,42848,42907,42908,7.3,3.3,9,3,236,154,25.8,18.6,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,316,42848,42905,42907,7.3,3.1,7,7,356,190,22.2,20,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,315,42849,42902,42904,7,3.3,7,3,651,353,24.2,18.9,37.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,318,42850,42908,42911,5.3,2.4,2,1,2,0,NA,NA,39
Peshawar 2017 Date 2,Peshawar,2017,Date2,319,42849,42901,42901,7.8,2.9,2,9,180,27,22,18.6,34.5
Peshawar 2017 Date 2,Peshawar,2017,Date2,320,42848,42908,42910,4.8,NA,1,0,0,0,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH1,42848,42904,42906,6.7,3.1,13,11,423,257,23.6,17.3,32
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH2,42850,42910,42912,6.5,3.3,9,4,406,331,32,17.6,38
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH3,42850,42895,42897,4.7,1.7,7,5,29,2,NA,NA,37.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,321,42850,42907,42909,6.8,2.8,9,8,483,346,24.2,18,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,322,42850,42908,42911,6,1.5,6,7,100,70,21.6,19.1,37.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,323,42850,42883,42886,5.7,2.5,8,13,341,238,18.2,21,38
Peshawar 2017 Date 2,Peshawar,2017,Date2,324,42849,42905,42907,6.2,2.4,6,4,270,218,25,18,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,325,42849,42910,42881,4.8,2.3,8,2,57,37,15.9,21.8,37
Peshawar 2017 Date 2,Peshawar,2017,Date2,326,42848,42898,42900,6.3,2.2,5,4,347,201,23.4,18.3,34.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,327,42848,42891,42894,6.8,3.2,6,7,332,237,21.8,18.7,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,328,42848,42898,42899,6.7,3,12,7,483,392,20.8,17.3,37.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,329,42850,42897,42899,6.2,2.7,13,7,307,250,16.4,16.8,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,330,42849,42908,42910,5.8,2.2,12,8,262,195,20.2,18.6,37.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,331,42850,42895,42897,5.8,2.5,11,13,462,314,16.4,15.9,37.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,332,42850,42900,42902,6.5,2,9,11,536,396,23.2,18.6,37.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,333,42850,42894,42896,5.7,2.2,9,8,331,260,21,22,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,334,42850,42904,42906,6.3,2.8,8,7,326,246,19.8,17,37
Peshawar 2017 Date 2,Peshawar,2017,Date2,335,42849,42911,42914,7.2,2.2,6,19,480,353,17.8,18.6,37
Peshawar 2017 Date 2,Peshawar,2017,Date2,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,337,42849,42889,42891,5.8,2,5,5,47,21.8,19.1,17.9,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,339,42849,42902,42904,7.2,3.2,10,11,445,329,23.8,16.9,38
Peshawar 2017 Date 2,Peshawar,2017,Date2,340,42850,42907,42909,6.5,2.7,9,7,430,335,24,18.9,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH1,42849,42909,42910,6,2,9,4,163,112,20.8,18.9,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH2,42848,42911,42913,6.2,3,14,9,802,502,26.6,21,33.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH3,42848,42895,42897,4.2,1.5,7,3,32,18.2,20.3,16.7,39.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,341,42850,42910,42912,7.3,2.7,11,7,335,260,22.4,19.7,37
Peshawar 2017 Date 2,Peshawar,2017,Date2,342,42850,42895,42897,7.2,2.7,13,5,200,22,21.6,17.9,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,343,42849,42902,42904,8,2.2,15,4,158,126,26.4,18.7,37.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,344,42850,42894,42895,7.5,2.8,12,8,328,244,21.4,16.8,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,345,42849,42904,42906,7.8,3.3,5,5,270,159,21.4,16.7,39
Peshawar 2017 Date 2,Peshawar,2017,Date2,346,42850,42909,42911,6.2,2.8,8,9,548,454,25.4,17.9,33.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,347,42849,42892,42894,7.8,3.8,13,8,420,312,28.2,18,33.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,348,42850,42908,42911,6.2,3,13,10,433,342,20,16.8,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,349,42850,42909,42911,6.2,3.1,10,9,370,268,19.4,20.7,37.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,350,42850,42884,42886,7.2,3.1,7,6,492,220,21.4,16.5,33.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,351,42850,42892,42894,5.8,2.6,8,7,253,169,21,17,38.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,352,42849,42883,42885,6.7,2.8,5,10,265,159,19.2,20,34.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,353,42848,42896,42898,7.2,3.5,6,8,268,155,20.2,15.9,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,354,42848,42894,42896,6.5,3.1,7,3,165,113,23.4,18.9,36.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,355,42850,42894,42896,6,2.7,7,12,250,145,18.2,17,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,356,42849,42884,42885,6,3.5,8,16,180,90,20,16.4,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,357,42850,42908,42910,4.8,2.9,5,8,240,168,22.2,19,34.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,358,42850,42908,42910,5.5,2.6,10,32,260,84,16,16.4,35.7
Peshawar 2017 Date 2,Peshawar,2017,Date2,359,42849,42908,42910,4.5,2.9,10,8,278,209,16.2,17.8,38.5
Peshawar 2017 Date 2,Peshawar,2017,Date2,360,42850,42902,42904,8,4.8,14,7,196,119,21,19.8,34.5
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH1,42850,42905,42907,6.5,3.4,10,2,87,60,27.6,16.7,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH2,42849,42911,42912,4.7,3.2,7,2,48,27,23.6,17.8,38.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,CH3,42850,42899,42901,4,2.8,7,6,26,2,NA,NA,37.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,361,42849,42908,42910,7.8,4.4,12,7,75,18,20,16.9,39
Peshawar 2017 Date 2,Peshawar,2017,Date2,362,42850,42908,42910,3.3,NA,3,0,0,0,NA,NA,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,363,42849,42912,42914,2.7,NA,4,0,0,0,NA,NA,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,364,42850,42910,42913,3.2,NA,3,0,0,0,NA,NA,39
Peshawar 2017 Date 2,Peshawar,2017,Date2,365,42848,42906,42909,6.8,2.9,6,1,156,120,21.6,18,37.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,366,42850,42897,42899,5.3,2.9,7,4,189,40,28.2,18.7,35.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,367,42850,42900,42901,5,3,7,9,87,47,16.8,18.7,33.3
Peshawar 2017 Date 2,Peshawar,2017,Date2,368,42849,42892,42894,5.2,NA,4,0,NA,NA,NA,NA,37
Peshawar 2017 Date 2,Peshawar,2017,Date2,369,42850,42908,42909,5.3,NA,3,0,NA,NA,NA,NA,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,370,42850,42907,42909,5.8,2.8,5,3,94,56,21.2,15.9,35
Peshawar 2017 Date 2,Peshawar,2017,Date2,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2017 Date 2,Peshawar,2017,Date2,376,42848,42899,42901,6.3,NA,4,4,100,77,23.4,17.8,36
Peshawar 2017 Date 2,Peshawar,2017,Date2,377,42849,42902,42904,6.7,3.5,10,3,146,144,26.6,18,36.3
